currency,name,fullName,precision,confirms,contractAddress,isMarginEnabled,isDebitEnabled,chains
KEY,KEY,SelfKey,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '1800', 'withdrawalMinFee': '900', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x4cc19356f2d37338b9802aa8e8fc58b0373296e7', 'chainId': 'eth'}]"
KICK,KICK,KickToken,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '50000.000000', 'withdrawalMinFee': '50000.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xc12d1c73ee7dc3615ba4e37e4abfdbddfa38907e', 'chainId': 'eth'}]"
KNC,KNC,Kyber Network,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '7.2', 'withdrawalMinFee': '6', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202', 'chainId': 'eth'}]"
LA,LA,LAToken,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '14.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xe50365f5d679cb98a1dd62d6f6e58e59321bcddf', 'chainId': 'eth'}]"
LALA,LALA,LALA World,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '443.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xfd107b473ab90e8fbd89872144a3dc92c40fa8c9', 'chainId': 'eth'}]"
LEND,LEND,Aave,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '20.000000', 'withdrawalMinFee': '6.660000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x80fb784b7ed66730e8b1dbd9820afd29931aab03', 'chainId': 'eth'}]"
LOC,LOC,LockTrip,8,,,False,False,"[{'chainName': 'HYDRA', 'withdrawalMinSize': '1', 'withdrawalMinFee': '0.5', 'isWithdrawEnabled': True, 'isDepositEnabled': False, 'confirms': 20, 'preConfirms': 20, 'contractAddress': '4ab26aaa1803daa638910d71075c06386e391147', 'chainId': 'hydra'}]"
LOCI,LOCI,LOCIcoin,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '240.300000', 'withdrawalMinFee': '240.300000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x9c23d67aea7b95d80942e3836bcdf7e708a747c2', 'chainId': 'eth'}]"
LOOM,LOOM,Loom Network,8,,,False,False,"[{'chainName': 'BEP20', 'withdrawalMinSize': '30', 'withdrawalMinFee': '15', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 32, 'preConfirms': 32, 'contractAddress': '0xe6ce27025f13f5213bbc560dc275e292965a392f', 'chainId': 'bsc'}, {'chainName': 'ERC20', 'withdrawalMinSize': '50', 'withdrawalMinFee': '40', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x42476f744292107e34519f9c357927074ea3f75d', 'chainId': 'eth'}]"
LSK,LSK,Lisk,8,,,False,False,"[{'chainName': 'LSK', 'withdrawalMinSize': '1.2', 'withdrawalMinFee': '0.6', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 10, 'preConfirms': 10, 'contractAddress': '', 'chainId': 'lsk'}]"
LTC,LTC,Litecoin,8,,,True,True,"[{'chainName': 'LTC', 'withdrawalMinSize': '0.0061', 'withdrawalMinFee': '0.005', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 7, 'preConfirms': 5, 'contractAddress': '', 'chainId': 'ltc'}]"
LYM,LYM,Lympo,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '8000', 'withdrawalMinFee': '4200', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xc690f7c7fcffa6a82b79fab7508c466fefdfc8c5', 'chainId': 'eth'}]"
MAN,MAN,Matrix AI Network,8,,,False,True,"[{'chainName': 'MAN', 'withdrawalMinSize': '50', 'withdrawalMinFee': '29.5', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 20, 'preConfirms': 20, 'contractAddress': '', 'chainId': 'man'}]"
MANA,MANA,Decentraland,8,,,True,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '20', 'withdrawalMinFee': '15', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x0f5d2fb29fb7d3cfee444a200298f468908cc942', 'chainId': 'eth'}, {'chainName': 'KCC', 'withdrawalMinSize': '10', 'withdrawalMinFee': '1.5', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 20, 'preConfirms': 20, 'contractAddress': '0xc19a5cacc2bb68ff09f2fcc695f31493a039fa5e', 'chainId': 'kcc'}]"
MCT,MCT,Master Contract Token ,8,,,False,False,"[{'chainName': 'NEO', 'withdrawalMinSize': '2000.000000', 'withdrawalMinFee': '1500.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 5, 'preConfirms': 5, 'contractAddress': '', 'chainId': 'neo'}]"
MEE,MEE,CoinMeet,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '100.000000', 'withdrawalMinFee': '30.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xf77f4810e7521298a6e2a04f82a6c3492706d74f', 'chainId': 'eth'}]"
MEET,MEET,CoinMeet,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '1.000000', 'withdrawalMinFee': '10.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x7f121d4ec6c2c07eb6bc7989d91d2d4ff654c068', 'chainId': 'eth'}]"
META,META,Metadium,8,,,False,False,"[{'chainName': 'META', 'withdrawalMinSize': '100.000000', 'withdrawalMinFee': '60.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 12, 'preConfirms': 12, 'contractAddress': '', 'chainId': 'meta'}]"
MKR,MKR,Maker,8,,,True,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.004', 'withdrawalMinFee': '0.003', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2', 'chainId': 'eth'}]"
MOBI,MOBI,Mobius,8,,,False,False,"[{'chainName': 'XLM', 'withdrawalMinSize': '48.000000', 'withdrawalMinFee': '48.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 1, 'preConfirms': 1, 'contractAddress': '', 'chainId': 'xlm'}]"
MOD,MOD,Modum,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '13.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x957c30ab0426e0c93cd8241e2c60392d08c6ac8e', 'chainId': 'eth'}]"
MTC,MTC,DOC.COM,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '30000.000000', 'withdrawalMinFee': '30000.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x905e337c6c8645263d3521205aa37bf4d034e745', 'chainId': 'eth'}]"
MTH,MTH,Monetha,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '3000', 'withdrawalMinFee': '1500', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xaf4dce16da2877f8c9e00544c93b62ac40631f16', 'chainId': 'eth'}]"
MTN,MTN,Medicalchain,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '600.000000', 'withdrawalMinFee': '600.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x41dbecc1cdc5517c6f76f6a6e836adbee2754de3', 'chainId': 'eth'}]"
MVP,MVP,Merculet,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '100001', 'withdrawalMinFee': '100000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x432a2c54de2dde941a36d2eb8c424ed666f74aef', 'chainId': 'eth'}]"
MWAT,MWAT,Restart Energy,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '5000', 'withdrawalMinFee': '2400', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x6425c6be902d692ae2db752b3c268afadb099d3b', 'chainId': 'eth'}]"
NANO,NANO,NANO,8,,,False,False,"[{'chainName': 'NANO', 'withdrawalMinSize': '1.000000', 'withdrawalMinFee': '0.010000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 1, 'preConfirms': 1, 'contractAddress': '', 'chainId': 'nano'}]"
NEBL,NEBL,Neblio,8,,,False,False,"[{'chainName': 'NEBL', 'withdrawalMinSize': '0.300000', 'withdrawalMinFee': '0.100000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 50, 'preConfirms': 50, 'contractAddress': '', 'chainId': 'nebl'}]"
NEO,NEO,NEO,8,,,True,True,"[{'chainName': 'NEON3', 'withdrawalMinSize': '1', 'withdrawalMinFee': '0', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 5, 'preConfirms': 5, 'contractAddress': '0xef4073a0f2b305a38ec4050e4d3d28bc40ea63f5', 'chainId': 'neon3'}, {'chainName': 'NEO', 'withdrawalMinSize': '1', 'withdrawalMinFee': '0', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 5, 'preConfirms': 5, 'contractAddress': '0xc56f33fc6ecfcd0c225c4ab356fee59390af8560be0e930faebe74a6daff7c9b', 'chainId': 'neo'}]"
NULS,NULS,Nuls,8,,,False,True,"[{'chainName': 'NULS', 'withdrawalMinSize': '0.02', 'withdrawalMinFee': '0.01', 'isWithdrawEnabled': True, 'isDepositEnabled': False, 'confirms': 36, 'preConfirms': 36, 'contractAddress': '', 'chainId': 'nuls'}]"
OCN,OCN,Odyssey,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '2850.061900', 'withdrawalMinFee': '2850.061900', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x4092678e4e78230f46a1534c0fbc8fa39780892b', 'chainId': 'eth'}]"
OLT,OLT,OneLedger,8,,,False,True,"[{'chainName': 'OLT', 'withdrawalMinSize': '60', 'withdrawalMinFee': '30', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 10, 'preConfirms': 10, 'contractAddress': '', 'chainId': 'olt'}]"
OMG,OMG,OmiseGO,8,,,True,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '12', 'withdrawalMinFee': '9', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xd26114cd6ee289accf82350c8d8487fedb8a0c07', 'chainId': 'eth'}]"
OMX,OMX,Shivom,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '4201.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xb5dbc6d3cf380079df3b27135664b6bcf45d1869', 'chainId': 'eth'}]"
ONG,ONG,ONG,8,,,False,False,"[{'chainName': 'ONT', 'withdrawalMinSize': '12', 'withdrawalMinFee': '1', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 5, 'preConfirms': 5, 'contractAddress': '0200000000000000000000000000000000000000', 'chainId': 'ont'}]"
ONION,ONION,DeepOnion,8,,,False,False,"[{'chainName': 'ONION', 'withdrawalMinSize': '1.000000', 'withdrawalMinFee': '0.100000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 12, 'preConfirms': 12, 'contractAddress': '', 'chainId': 'onion'}]"
ONOT,ONOT,ONO,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '100000.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xb31c219959e06f9afbeb36b388a4bad13e802725', 'chainId': 'eth'}]"
ONT,ONT,Ontology,8,,,False,True,"[{'chainName': 'ONT', 'withdrawalMinSize': '5', 'withdrawalMinFee': '2.6', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 5, 'preConfirms': 5, 'contractAddress': '0100000000000000000000000000000000000000', 'chainId': 'ont'}]"
OPEN,OPEN,OPEN Platform,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '50000', 'withdrawalMinFee': '24000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x9d86b1b2554ec410eccffbf111a6994910111340', 'chainId': 'eth'}]"
OPQ,OPQ,Opacity,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '240.000000', 'withdrawalMinFee': '200.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '', 'chainId': 'eth'}]"
PAL,PAL,PAL Network,8,,,False,False,"[{'chainName': 'PAL', 'withdrawalMinSize': '367.600000', 'withdrawalMinFee': '183.800000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 30, 'preConfirms': 30, 'contractAddress': '', 'chainId': 'pal'}]"
PARETO,PARETO,PARETO Rewards,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '508.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xea5f88e54d982cbb0c441cde4e79bc305e5b43bc', 'chainId': 'eth'}]"
PAX,PAX,Paxos Standard,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '12', 'withdrawalMinFee': '6', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x8e870d67f660d95d5be530380d0ec0bd388289e1', 'chainId': 'eth'}, {'chainName': 'KCC', 'withdrawalMinSize': '10', 'withdrawalMinFee': '0.3', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 20, 'preConfirms': 20, 'contractAddress': '', 'chainId': 'kcc'}]"
PAY,PAY,TenXPay,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '50.000000', 'withdrawalMinFee': '20.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xb97048628db6b661d4c2aa833e95dbe1a905b280', 'chainId': 'eth'}]"
PBL,PBL,Publica,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '5.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x55648de19836338549130b1af587f16bea46f66b', 'chainId': 'eth'}]"
PHX,PHX,Red Pulse Phoenix,8,,,False,False,"[{'chainName': 'NEO', 'withdrawalMinSize': '10.000000', 'withdrawalMinFee': '5.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 5, 'preConfirms': 5, 'contractAddress': '', 'chainId': 'neo'}]"
PLAY,PLAY,HEROcoin,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '10', 'withdrawalMinFee': '450', 'isWithdrawEnabled': True, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xe477292f1b3268687a29376116b0ed27a9c76170', 'chainId': 'eth'}]"
POE,POE,Po.et,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '43.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195', 'chainId': 'eth'}]"
POLL,POLL,ClearPoll,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '26.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x705ee96c1c160842c92c1aecfcffccc9c412e3d9', 'chainId': 'eth'}]"
POLY,POLY,Polymath,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '50.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec', 'chainId': 'eth'}]"
POWR,POWR,Power Ledger,8,,,False,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '16.1', 'withdrawalMinFee': '16', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x595832f8fc6bf59c85c527fec3740a1b7a361269', 'chainId': 'eth'}]"
PPT,PPT,Populous,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '40', 'withdrawalMinFee': '40', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a', 'chainId': 'eth'}]"
PRL,PRL,Oyster Pearl,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '1.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '', 'chainId': 'eth'}]"
PURA,PURA,Pura,8,,,False,False,"[{'chainName': 'PURA', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '0.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 6, 'preConfirms': 6, 'contractAddress': '', 'chainId': 'pura'}]"
QKC,QKC,QuarkChain,8,,,False,False,"[{'chainName': 'QKC', 'withdrawalMinSize': '100', 'withdrawalMinFee': '50', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 300, 'preConfirms': 300, 'contractAddress': '', 'chainId': 'qkc'}]"
QLC,QLC,Qlink,8,,,False,False,"[{'chainName': 'NEO', 'withdrawalMinSize': '100.000000', 'withdrawalMinFee': '10.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 5, 'preConfirms': 5, 'contractAddress': '', 'chainId': 'neo'}]"
QSP,QSP,Quantstamp,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '98.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x99ea4db9ee77acd40b119bd1dc4e33e1c070b80d', 'chainId': 'eth'}]"
QTUM,QTUM,Qtum,8,,,False,False,"[{'chainName': 'QTUM', 'withdrawalMinSize': '0.6', 'withdrawalMinFee': '0.3', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 30, 'preConfirms': 30, 'contractAddress': '', 'chainId': 'qtum'}]"
R,REV,Revain,8,,,False,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '100', 'withdrawalMinFee': '10000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x2ef52ed7de8c5ce03a4ef0efbe9b7450f2d7edc9', 'chainId': 'eth'}, {'chainName': 'TRC20', 'withdrawalMinSize': '10', 'withdrawalMinFee': '500', 'isWithdrawEnabled': True, 'isDepositEnabled': False, 'confirms': 3, 'preConfirms': 3, 'contractAddress': 'TD4bVgcwj3FRbmAo283HxNvqZvY7T3uD8k', 'chainId': 'trx'}]"
RDN,RDN,Raiden Network,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '7.190000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6', 'chainId': 'eth'}]"
REQ,REQ,Request,8,,,True,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '60', 'withdrawalMinFee': '50', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x8f8221afbb33998d8584a2b05749ba73c37a938a', 'chainId': 'eth'}]"
RHOC,RHOC,RChain,8,,,False,False,"[{'chainName': 'RHOC', 'withdrawalMinSize': '0', 'withdrawalMinFee': '50', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 10, 'preConfirms': 10, 'contractAddress': '', 'chainId': 'rhoc'}]"
SAY,SAY,SpherePay,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '2000.000000', 'withdrawalMinFee': '300.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xa9ec9f5c1547bd5b0247cf6ae3aab666d10948be', 'chainId': 'eth'}]"
SHL,SHL,SHL,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '1.000000', 'withdrawalMinFee': '1.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '', 'chainId': 'eth'}]"
SNC,SNC,SunContract,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '70.000000', 'withdrawalMinFee': '35.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xf4134146af2d511dd5ea8cdb1c4ac88c57d60404', 'chainId': 'eth'}]"
SNM,SNM,SONM,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '300.000000', 'withdrawalMinFee': '264.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x983f6d60db79ea8ca4eb9968c6aff8cfa04b3c63', 'chainId': 'eth'}]"
SNOV,SNOV,Snovio,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '1611.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xbdc5bac39dbe132b1e030e898ae3830017d7d969', 'chainId': 'eth'}]"
SNT,SNT,Status,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '101', 'withdrawalMinFee': '100', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x744d70fdbe2ba4cf95131626614a1763df805b9e', 'chainId': 'eth'}]"
SNX,SNX,Synthetix Network Token,8,,,True,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '3', 'withdrawalMinFee': '2.6', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f', 'chainId': 'eth'}, {'chainName': 'KCC', 'withdrawalMinSize': '0.4', 'withdrawalMinFee': '0.2', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 20, 'preConfirms': 20, 'contractAddress': '0x31965b5c9c55f5579eb49f4b3acc59aa10a7b98e', 'chainId': 'kcc'}]"
SOUL,SOUL,Phantasma,8,,,False,False,"[{'chainName': 'PHANTASMA', 'withdrawalMinSize': '5', 'withdrawalMinFee': '4.4', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 10, 'preConfirms': 10, 'contractAddress': 'SOUL', 'chainId': 'phantasma'}]"
SPF,SPF,SportyCo,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '1416.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x85089389c14bd9c77fc2b8f0c3d1dc3363bf06ef', 'chainId': 'eth'}]"
SPHTX,SPHTX,SophiaTX,8,,,False,False,"[{'chainName': 'SPHTX', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '38.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 15, 'preConfirms': 15, 'contractAddress': '', 'chainId': 'sphtx'}]"
SRN,SRN,SIRIN LABS Token,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '274.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25', 'chainId': 'eth'}]"
STK,STK,STK,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '111.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xae73b38d1c9a8b274127ec30160a4927c4d71824', 'chainId': 'eth'}]"
STQ,STQ,Storiqa,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '10000.000000', 'withdrawalMinFee': '10000.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x5c3a228510d246b78a3765c20221cbf3082b44a4', 'chainId': 'eth'}]"
STX_OLD,STX_OLD,Stox,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '20.000000', 'withdrawalMinFee': '10.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '', 'chainId': 'eth'}]"
SUB,SUB,Substratum,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '40.000000', 'withdrawalMinFee': '40.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x8d75959f1e61ec2571aa72798237101f084de63a', 'chainId': 'eth'}]"
SUSD,SUSD,sUSD,8,,,False,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '3', 'withdrawalMinFee': '3', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x57ab1ec28d129707052df4df418d58a2d46d5f51', 'chainId': 'eth'}]"
