39,SUN AUG  8 09:43:26 2021,9723146,CAR,2	4018	PCCB2657A,    AU 
40,MON AUG  2 16:18:51 2021,2871310,CAR,2	4827	PC7D68CD9,    AU 
41,SAT AUG 14 13:13:47 2021,7657312,VAN,2	4115	PCF5D4B0A,    AU1
42,TUE AUG  3 03:53:05 2021,9802000,CAR,2	4102	PC8C9B099,    AU 
43,MON AUG 16 00:36:00 2021,6514220,CAR,2	4398	PCE60D320,    AU1
44,FRI AUG 20 02:10:55 2021,3803763,CAR,2	4918	PC8F8E598,    AU2
45,SAT AUG 14 06:32:07 2021,2223161,CAR,2	4984	PCBABF130,    AU1
46,FRI JUL 30 02:19:56 2021,1228573,TRUCK,4	4460	PCDF04952,    JU3
47,WED AUG  4 14:30:03 2021,4872795,CAR,2	4326	PC356AE8F,    AU 
48,SAT AUG 14 04:04:45 2021,2074513,VAN,2	4600	PCB99E8F9,    AU1
49,THU AUG 12 04:58:14 2021,7368256,CAR,2	4735	PC2294422,    AU1
50,WED AUG 11 10:50:27 2021,2168309,CAR,2	4162	PC51A39A7,    AU1
51,SUN AUG  8 08:37:17 2021,5131457,CAR,2	4012	PCEF5C190,    AU 
52,MON AUG  9 23:48:43 2021,2398430,CAR,2	4223	PCA37D114,    AU 
53,WED AUG 18 17:50:45 2021,6065595,VAN,2	4990	PCFE28E92,    AU1
54,MON AUG  2 16:59:38 2021,9885768,CAR,2	4154	PC2C2EF9E,    AU 
55,THU AUG 19 04:54:56 2021,4327783,CAR,2	4913	PC685427C,    AU1
56,TUE AUG 17 18:11:45 2021,3904834,TRUCK,4	4388	PC803F0F2,    AU1
57,MON AUG  2 19:48:50 2021,1358382,CAR,2	4299	PCAD3B9BC,    AU 
58,TUE AUG 17 16:46:31 2021,3579992,CAR,2	4725	PCB905D54,    AU1
59,WED AUG 11 22:21:30 2021,8130760,CAR,2	4229	PCD0DDD3D,    AU1
60,FRI JUL 30 09:54:24 2021,6546218,CAR,2	4354	PC0671DD4,    JU3
61,SAT AUG  7 16:42:24 2021,3673515,CAR,2	4127	PCA2D76A5,    AU 
62,WED AUG  4 20:43:54 2021,9888875,TRUCK,4	4522	PC0A326BE,    AU 
63,SAT AUG  7 20:44:08 2021,8136080,TRUCK,4	4410	PC6EFC03B,    AU 
64,THU AUG 12 19:23:36 2021,2078447,VAN,2	4689	PC89C35AD,    AU1
65,SAT AUG  7 16:41:49 2021,8090807,CAR,2	4296	PCA24C1E1,    AU 
66,SUN AUG  1 07:32:04 2021,4309692,CAR,2	4303	PC2E2E0C0,    AU 
67,WED AUG 11 14:24:25 2021,3752767,CAR,2	4346	PCA35B156,    AU1
68,WED AUG  4 23:10:29 2021,9407219,CAR,2	4253	PC82A16E6,    AU 
69,WED AUG  4 14:29:11 2021,2167845,VAN,2	5007	PC869BDE8,    AU 
70,TUE AUG 17 01:20:54 2021,7903517,CAR,2	4534	PCAD9E1F9,    AU1
71,SAT AUG 21 02:09:35 2021,7385817,CAR,2	4742	PC05B8749,    AU2
72,THU AUG 19 17:52:30 2021,5673776,CAR,2	4944	PC41EEC34,    AU1
73,TUE AUG 17 21:58:23 2021,823973,CAR,2	4171	PC36C9AE8,    AU1
74,TUE AUG 10 13:03:36 2021,9361361,CAR,2	4750	PCD987A9D,    AU1
75,SAT AUG 21 19:25:57 2021,8744445,CAR,2	4878	PC08F56A1,    AU2
76,SUN AUG  8 14:01:06 2021,2910050,CAR,2	4274	PC88EA64E,    AU 
77,THU AUG  5 11:21:12 2021,1686323,CAR,2	4377	PC4AC8EAD,    AU 
78,SUN AUG  1 07:10:55 2021,9113006,CAR,2	4265	PC5B2AFFA,    AU 
79,FRI JUL 30 15:53:32 2021,660597,CAR,2	4304	PC89FB76E,    JU3
80,SUN AUG 22 16:38:30 2021,8500934,CAR,2	4797	PCE2D63A7,    AU2
81,THU AUG 19 13:11:29 2021,395519,TRUCK,4	4061	PC3A63A79,    AU1
82,MON AUG  9 14:17:00 2021,2616607,TRUCK,4	4085	PC6150735,    AU 
83,SAT AUG 14 10:36:28 2021,7218572,CAR,2	4675	PCE49911B,    AU1
84,THU AUG 12 11:53:03 2021,994857,TRUCK,4	4997	PC8111910,    AU1
85,MON AUG  2 20:12:17 2021,3168436,CAR,2	4241	PC7241796,    AU 
86,FRI AUG 13 20:06:41 2021,1572712,CAR,2	4890	PCAFC8A56,    AU1
87,THU JUL 29 17:35:21 2021,545955,CAR,2	4537	PC10C700F,    JU2
88,SUN AUG 22 05:39:41 2021,2013386,CAR,2	4743	PCE6EEF2E,    AU2
89,WED AUG 11 02:43:03 2021,6566889,CAR,2	4026	PC2CE9851,    AU1
90,WED AUG 11 02:39:24 2021,852585,CAR,2	4373	PC8806694,    AU1
91,THU JUL 29 14:30:02 2021,6196238,TRUCK,4	4116	PCCA836C9,    JU2
92,MON AUG  2 11:07:12 2021,6031416,TRUCK,4	4785	PC787D664,    AU 
93,WED AUG  4 15:15:09 2021,6905906,VAN,2	5002	PC585BD38,    AU 
94,WED AUG 11 17:34:54 2021,3764238,CAR,2	4728	PC07BF95F,    AU1
95,THU AUG  5 06:31:23 2021,1673826,TRUCK,4	4015	PC524833E,    AU 
96,SAT AUG 21 18:13:29 2021,316662,CAR,2	4817	PCFF02057,    AU2
97,THU AUG 19 22:17:26 2021,2992127,TRUCK,4	4857	PC59F4E22,    AU1
98,THU AUG 19 12:02:31 2021,7517992,CAR,2	4724	PC3DE08BF,    AU1
99,THU AUG 12 06:54:12 2021,6232948,TRUCK,4	4725	PCB905D54,    AU1
100,FRI JUL 30 08:09:03 2021,4369477,CAR,2	4591	PCC9875AC,   1JU3
101,FRI AUG  6 18:18:53 2021,4388245,TRUCK,4	4792	PC3E35002,   1AU 
102,SAT AUG  7 20:49:07 2021,8392508,CAR,2	4927	PC2D22627,   1AU 
103,FRI JUL 30 16:08:08 2021,6858708,CAR,2	4397	PCB070250,   1JU3
104,FRI AUG  6 06:59:16 2021,6215048,TRUCK,4	4195	PC308070B,   1AU 
105,FRI AUG 13 11:20:04 2021,7046549,TRUCK,4	4336	PCD30AB50,   1AU1
106,WED AUG  4 18:37:46 2021,7899881,TRUCK,4	4520	PC8140983,   1AU 
107,FRI AUG 20 01:13:53 2021,9824238,CAR,2	4328	PC3777B8E,   1AU2
108,SUN AUG  8 10:25:38 2021,8180012,CAR,2	4749	PC65C93B7,   1AU 
109,TUE AUG 10 12:42:19 2021,426578,CAR,2	4990	PCFE28E92,   1AU1
110,THU JUL 29 11:33:20 2021,3284775,CAR,2	4231	PC016D687,   1JU2
111,SAT JUL 31 18:42:46 2021,5487227,CAR,2	4643	PC6713209,   1JU3
112,THU AUG 12 23:09:32 2021,1772941,CAR,2	4121	PCEC57A8E,   1AU1
113,FRI AUG 13 04:52:01 2021,2471284,VAN,2	4400	PC3BD7D63,   1AU1
114,SUN AUG 22 03:05:40 2021,6040036,CAR,2	4119	PC9EBEDB5,   1AU2
115,FRI AUG 13 12:39:10 2021,9249042,TRUCK,4	4695	PC4A5D62F,   1AU1
116,MON AUG  9 22:59:28 2021,5791925,CAR,2	4495	PC210A754,   1AU 
117,FRI AUG  6 01:01:14 2021,3696614,TRUCK,4	4434	PCA491459,   1AU 
118,MON AUG  2 05:42:51 2021,7892550,CAR,2	4299	PCAD3B9BC,   1AU 
119,SUN AUG  1 19:31:14 2021,5673214,VAN,2	4023	PC77793DF,   1AU 
120,FRI AUG  6 05:58:42 2021,6657095,TRUCK,4	4365	PC0F226DF,   1AU 
121,MON AUG  9 16:03:31 2021,2067579,VAN,2	4582	PC98750ED,   1AU 
122,FRI AUG 13 11:42:48 2021,1005686,CAR,2	4119	PC9EBEDB5,   1AU1
123,SUN AUG  8 02:44:35 2021,7521772,VAN,2	4416	PC546F252,   1AU 
124,SUN AUG 15 08:43:48 2021,6545042,CAR,2	4898	PC0AE9E1B,   1AU1
125,MON AUG  9 05:03:17 2021,3473929,TRUCK,4	4698	PC8BCEB19,   1AU 
126,SUN AUG 22 02:13:18 2021,29457,CAR,2	4416	PC546F252,   1AU2
127,SAT AUG 21 23:03:24 2021,7360318,CAR,2	4993	PC0F0AB4E,   1AU2
128,TUE AUG 17 10:32:29 2021,3427163,TRUCK,4	4356	PCF1979AE,   1AU1
129,FRI JUL 30 08:44:05 2021,3007179,VAN,2	4504	PC461DCD3,   1JU3
130,FRI AUG 20 06:01:27 2021,2151509,CAR,2	4811	PCBF83C7A,   1AU2
131,SAT JUL 31 05:17:21 2021,1067960,CAR,2	4574	PCC1F6F13,   1JU3
132,TUE AUG  3 07:01:26 2021,1100257,CAR,2	4116	PCCA836C9,   1AU 
133,SUN AUG 22 10:01:40 2021,4346999,CAR,2	4049	PC4779D38,   1AU2
134,SAT AUG 14 17:24:04 2021,4371005,CAR,2	4435	PC3E78C17,   1AU1
135,SAT AUG 14 11:50:01 2021,1583109,CAR,2	4272	PC09BDC08,   1AU1
136,WED AUG 18 07:26:20 2021,8808595,CAR,2	4929	PC9E503B6,   1AU1
137,THU AUG  5 01:15:16 2021,1841800,VAN,2	4531	PC857F4A0,   1AU 
138,SAT JUL 31 00:28:44 2021,1825050,CAR,2	4222	PC15EC378,   1JU3
139,FRI AUG 13 09:54:01 2021,8490556,CAR,2	4657	PCC591410,   1AU1
140,THU JUL 29 23:02:42 2021,2549393,TRUCK,4	4481	PC30AAE76,   1JU2
141,WED AUG 11 13:15:55 2021,9636921,TRUCK,4	4145	PC5FBE4B8,   1AU1
142,THU AUG 19 21:13:57 2021,8899022,TRUCK,4	4813	PCACF7982,   1AU1
143,THU AUG 19 08:46:24 2021,8112100,VAN,2	4585	PCF3AE602,   1AU1
144,THU JUL 29 16:02:19 2021,335366,CAR,2	4924	PCE3427C5,   1JU2
145,SAT JUL 31 19:32:50 2021,1716955,TRUCK,4	4584	PC1085B78,   1JU3
146,SAT AUG 21 13:56:33 2021,4153555,VAN,2	4225	PCC1ED0C5,   1AU2
147,SAT JUL 31 12:55:05 2021,5626263,CAR,2	4719	PCBD66B01,   1JU3
148,FRI AUG  6 23:05:57 2021,49472,CAR,2	4830	PC12EEFE0,   1AU 
149,THU AUG  5 15:24:15 2021,2497636,CAR,2	4073	PCA3797CA,   1AU 
150,TUE AUG  3 19:13:15 2021,7825358,TRUCK,4	4954	PCA276EBB,   1AU 
151,SAT JUL 31 11:27:59 2021,6084818,VAN,2	4732	PCD83DE25,   1JU3
152,THU AUG 19 18:53:39 2021,5455899,CAR,2	4155	PC9042B3F,   1AU1
153,TUE AUG 17 22:11:51 2021,1849505,VAN,2	4142	PC7ACFF7C,   1AU1
154,WED AUG 18 19:49:38 2021,6114302,CAR,2	4737	PCED7EAFE,   1AU1
155,SUN AUG 15 12:34:18 2021,8064123,CAR,2	4337	PCCF6A454,   1AU1
156,FRI AUG  6 19:17:50 2021,538972,TRUCK,4	4507	PC11DCA73,   1AU 
157,FRI JUL 30 13:58:53 2021,6869546,TRUCK,4	4092	PC40C2E00,   1JU3
158,MON AUG  2 16:00:33 2021,3766512,CAR,2	4269	PCC7106FF,   1AU 
159,FRI AUG 20 21:45:41 2021,3528403,CAR,2	4610	PCA4D3E9B,   1AU2
160,FRI AUG 20 04:59:50 2021,4380057,VAN,2	4980	PCBD5C822,   1AU2
161,SUN AUG 15 00:36:59 2021,7876599,CAR,2	4295	PCD483999,   1AU1
162,FRI AUG 13 00:25:06 2021,969619,CAR,2	4412	PC821BC98,   1AU1
163,FRI JUL 30 13:42:03 2021,5763049,CAR,2	4364	PCB33ACE8,   1JU3
164,MON AUG 16 05:46:00 2021,6079402,TRUCK,4	4290	PC84E8CEF,   1AU1
165,SUN AUG  1 22:59:23 2021,4832816,CAR,2	4264	PC9DFEBB0,   1AU 
166,FRI AUG 20 12:19:46 2021,3518759,TRUCK,4	4412	PC821BC98,   1AU2
167,SAT JUL 31 02:42:05 2021,4469770,TRUCK,4	4712	PC94168A2,   1JU3
168,FRI AUG  6 11:25:34 2021,7942552,TRUCK,4	4603	PC485BE5B,   1AU 
169,TUE AUG 17 21:17:32 2021,2493747,TRUCK,4	4180	PC250A90D,   1AU1
170,TUE AUG  3 15:31:28 2021,8099060,CAR,2	4592	PC627AA14,   1AU 
171,FRI AUG 20 22:50:25 2021,4492765,TRUCK,4	4008	PC5680D80,   1AU2
172,FRI AUG  6 07:45:56 2021,5758058,CAR,2	4083	PC90346C9,   1AU 
173,THU AUG 19 00:24:55 2021,9496559,CAR,2	4573	PC4D8469D,   1AU1
174,FRI JUL 30 02:24:22 2021,3174341,CAR,2	4642	PC17D596F,   1JU3
175,FRI AUG 13 05:55:34 2021,3318165,CAR,2	4693	PCB4CDDA5,   1AU1
176,MON AUG  2 14:28:14 2021,7509515,TRUCK,4	4787	PC1BDA119,   1AU 
177,TUE AUG  3 12:47:44 2021,367073,CAR,2	4989	PC7D7AE48,   1AU 
178,SUN AUG  8 09:26:56 2021,8543348,TRUCK,4	4803	PC2BBEEDC,   1AU 
179,FRI AUG 20 04:16:14 2021,4588656,CAR,2	4848	PCF0FC9B2,   1AU2
180,FRI AUG 20 04:22:16 2021,9706662,CAR,2	4377	PC4AC8EAD,   1AU2
181,TUE AUG 10 03:28:33 2021,3359010,CAR,2	4947	PCE4A44BE,   1AU1
182,WED AUG 18 11:24:47 2021,7639441,CAR,2	4439	PC845CEA6,   1AU1
183,TUE AUG  3 08:52:25 2021,9449600,CAR,2	4346	PCA35B156,   1AU 
184,WED AUG 11 06:39:10 2021,7572233,CAR,2	4718	PC81E83B9,   1AU1
185,FRI AUG 20 03:23:49 2021,7096671,TRUCK,4	4049	PC4779D38,   1AU2
186,FRI JUL 30 23:54:00 2021,6218100,CAR,2	4579	PC926F0A9,   1JU3
187,WED AUG 11 07:11:55 2021,9500467,VAN,2	4985	PCCA71D2C,   1AU1
188,SUN AUG 15 20:41:12 2021,2551672,TRUCK,4	4356	PCF1979AE,   1AU1
189,WED AUG 18 18:28:36 2021,4423795,CAR,2	4631	PCFFF6463,   1AU1
190,MON AUG  9 07:19:12 2021,1520424,CAR,2	4898	PC0AE9E1B,   1AU 
191,TUE AUG 10 16:39:12 2021,5680437,CAR,2	4022	PCF135377,   1AU1
192,MON AUG  9 02:30:05 2021,1469208,VAN,2	4586	PC4A40D50,   1AU 
193,MON AUG  9 06:58:52 2021,9017449,CAR,2	4733	PC797AEBF,   1AU 
194,SAT AUG  7 03:09:03 2021,9014873,TRUCK,4	4764	PCF6B0D12,   1AU 
195,SAT AUG  7 21:03:28 2021,6849933,CAR,2	4466	PC6E93A05,   1AU 
196,SUN AUG  1 00:29:43 2021,1907386,CAR,2	4158	PCAA68777,   1AU 
197,SUN AUG  1 01:56:36 2021,5556619,TRUCK,4	4111	PC07F012A,   1AU 
198,TUE AUG 17 00:22:53 2021,8724319,TRUCK,4	4591	PCC9875AC,   1AU1
199,MON AUG  9 08:24:12 2021,4066334,CAR,2	4015	PC524833E,   1AU 
200,SAT JUL 31 19:46:31 2021,1208453,CAR,2	4420	PCFDB2950,   2JU3
201,FRI AUG  6 18:13:51 2021,8705286,TRUCK,4	4924	PCE3427C5,   2AU 
202,THU AUG 12 00:17:15 2021,758555,CAR,2	4501	PC5D41947,   2AU1
203,TUE AUG 10 22:07:00 2021,7388283,CAR,2	4026	PC2CE9851,   2AU1
204,SUN AUG  8 07:16:20 2021,7589773,CAR,2	4280	PC03A5F23,   2AU 
205,WED AUG 18 08:29:07 2021,2316095,CAR,2	4953	PC1E2B07E,   2AU1
206,TUE AUG 10 20:36:42 2021,1847455,VAN,2	4923	PC8A7A22A,   2AU1
207,FRI AUG 13 05:36:53 2021,7707016,CAR,2	4283	PC953B572,   2AU1
208,SUN AUG  1 04:10:44 2021,2616520,TRUCK,4	4899	PC4967767,   2AU 
209,SUN AUG 15 11:41:43 2021,8332760,TRUCK,4	4560	PC5030572,   2AU1
210,MON AUG  9 05:19:02 2021,9677148,CAR,2	4037	PC0A50259,   2AU 
211,WED AUG  4 19:23:36 2021,2695699,CAR,2	4610	PCA4D3E9B,   2AU 
212,FRI AUG 20 04:00:27 2021,1836057,CAR,2	4775	PCA50FB36,   2AU2
213,WED AUG 18 09:20:33 2021,7980271,TRUCK,4	4414	PC40BD0F3,   2AU1
214,SAT JUL 31 01:41:58 2021,9166253,CAR,2	4915	PC86B0D7B,   2JU3
215,MON AUG  2 20:26:27 2021,5966610,CAR,2	4618	PC8F4AF85,   2AU 
216,TUE AUG 10 14:11:13 2021,8273227,CAR,2	4909	PCDED6F20,   2AU1
217,TUE AUG 17 11:21:41 2021,4772310,CAR,2	4497	PC76FDDEA,   2AU1
218,THU AUG 12 01:18:11 2021,401226,CAR,2	4401	PC0606D6A,   2AU1
219,MON AUG  2 22:30:06 2021,5259884,VAN,2	4284	PC0DB49FD,   2AU 
220,THU AUG 12 13:20:29 2021,4560546,CAR,2	4235	PCFB11406,   2AU1
221,FRI AUG  6 23:10:56 2021,3679257,TRUCK,4	4482	PCB6A16D7,   2AU 
222,SUN AUG  8 01:28:48 2021,5001460,CAR,2	4981	PC6B14C5D,   2AU 
223,THU AUG 12 14:26:03 2021,488809,CAR,2	4175	PC08EA270,   2AU1
224,SUN AUG 15 16:57:15 2021,4435309,CAR,2	4188	PCDB12C82,   2AU1
225,FRI AUG  6 17:35:18 2021,9206176,CAR,2	4015	PC524833E,   2AU 
226,SAT AUG  7 03:08:44 2021,5665208,TRUCK,4	4230	PC19CE0DB,   2AU 
227,SUN AUG  1 05:31:31 2021,3619766,CAR,2	4686	PCD6E5E77,   2AU 
228,WED AUG 18 09:22:29 2021,8195160,CAR,2	4123	PCDE850D8,   2AU1
229,WED AUG  4 05:40:04 2021,689804,TRUCK,4	4283	PC953B572,   2AU 
230,MON AUG 16 02:36:38 2021,7671204,CAR,2	4016	PCCD7399B,   2AU1
231,FRI AUG  6 19:31:40 2021,7549660,TRUCK,4	4504	PC461DCD3,   2AU 
232,MON AUG  2 17:00:36 2021,6999001,CAR,2	4377	PC4AC8EAD,   2AU 
233,THU AUG 12 15:17:57 2021,3470780,TRUCK,4	4971	PC0BD172F,   2AU1
234,SAT AUG  7 15:21:43 2021,3321932,CAR,2	4031	PC0214185,   2AU 
235,MON AUG  9 04:56:23 2021,2993477,TRUCK,4	4965	PCA0BAE0F,   2AU 
236,FRI AUG 13 09:02:27 2021,7137012,CAR,2	4350	PCEDD7E85,   2AU1
237,MON AUG  2 07:55:35 2021,4425207,CAR,2	4232	PC4156AD5,   2AU 
238,SAT AUG 14 11:54:16 2021,8906007,CAR,2	4592	PC627AA14,   2AU1
239,SAT JUL 31 04:23:09 2021,2613132,CAR,2	4760	PC161AC8D,   2JU3
240,MON AUG 16 01:53:03 2021,1351738,TRUCK,4	5002	PC585BD38,   2AU1
241,SAT AUG 14 11:49:22 2021,8845283,CAR,2	4974	PCDEB8E32,   2AU1
242,WED AUG 18 19:07:34 2021,5207716,CAR,2	4361	PC2E0C888,   2AU1
243,MON AUG  9 05:34:28 2021,2593435,CAR,2	4946	PCCF18BAF,   2AU 
244,SAT AUG 14 08:00:30 2021,3194131,CAR,2	4314	PC7E9E8F3,   2AU1
245,SAT AUG 14 08:01:53 2021,946473,CAR,2	4784	PCDB42B34,   2AU1
246,MON AUG  2 19:28:13 2021,2098761,TRUCK,4	4611	PC2EBEAB9,   2AU 
247,WED AUG 11 02:53:00 2021,7556070,VAN,2	4515	PC6A1B37B,   2AU1
248,FRI AUG 13 20:51:49 2021,7949412,CAR,2	4531	PC857F4A0,   2AU1
249,MON AUG 16 01:15:58 2021,4982057,CAR,2	4070	PCEECA8B2,   2AU1
250,SUN AUG 15 04:10:44 2021,1732371,CAR,2	4891	PC57036DA,   2AU1
251,SUN AUG  8 23:50:15 2021,4012995,CAR,2	4325	PC8FC83B3,   2AU 
252,WED AUG 18 07:43:49 2021,2596237,CAR,2	4672	PC03AE86F,   2AU1
253,MON AUG  2 17:51:59 2021,8381319,CAR,2	4147	PC4D2C5A7,   2AU 
254,WED AUG 11 21:55:31 2021,5062265,TRUCK,4	4049	PC4779D38,   2AU1
255,MON AUG 16 17:16:35 2021,7705983,CAR,2	4748	PCF2ECD29,   2AU1
256,THU JUL 29 16:35:35 2021,2307979,VAN,2	4654	PCBA5D8AB,   2JU2
257,MON AUG 16 03:21:45 2021,2588561,CAR,2	4890	PCAFC8A56,   2AU1
258,SUN AUG  8 12:39:42 2021,6847371,CAR,2	4972	PCC51AD39,   2AU 
259,TUE AUG 17 15:39:08 2021,2121085,CAR,2	4709	PCC8C7059,   2AU1
260,TUE AUG  3 01:37:46 2021,1734512,CAR,2	4788	PC00AE965,   2AU 
261,TUE AUG 17 22:18:40 2021,7759834,TRUCK,4	4306	PC5D6563A,   2AU1
262,MON AUG 16 10:41:55 2021,6292412,CAR,2	4436	PC0CF9451,   2AU1
263,FRI AUG 13 11:00:14 2021,866998,CAR,2	4039	PC73BE1E2,   2AU1
264,THU AUG 12 23:25:40 2021,9057323,TRUCK,4	4612	PC871C1FC,   2AU1
265,FRI AUG  6 03:55:57 2021,8091650,CAR,2	4686	PCD6E5E77,   2AU 
266,THU AUG  5 23:24:23 2021,2155384,CAR,2	4314	PC7E9E8F3,   2AU 
267,TUE AUG  3 06:54:05 2021,1867583,CAR,2	4608	PCACD1BEE,   2AU 
268,MON AUG 16 07:28:50 2021,2703371,TRUCK,4	4063	PC7667A3E,   2AU1
269,TUE AUG  3 20:00:16 2021,8368036,CAR,2	4944	PC41EEC34,   2AU 
270,MON AUG 16 07:03:18 2021,3418635,TRUCK,4	4246	PC95F5F6B,   2AU1
271,SUN AUG 15 16:44:18 2021,301035,CAR,2	4438	PC665A28E,   2AU1
272,THU AUG 12 13:34:54 2021,4648848,CAR,2	4234	PC5EBC1E1,   2AU1
273,FRI AUG 13 02:09:10 2021,758078,CAR,2	4050	PC822E359,   2AU1
274,SAT AUG  7 04:50:03 2021,1517284,VAN,2	4721	PCE937423,   2AU 
275,WED AUG  4 20:38:41 2021,5708944,CAR,2	4130	PC9F22103,   2AU 
276,THU JUL 29 20:17:07 2021,202496,CAR,2	4852	PC68969FB,   2JU2
277,THU JUL 29 19:34:22 2021,6716922,TRUCK,4	4575	PC84D9FC1,   2JU2
278,SUN AUG  8 03:23:33 2021,5536264,CAR,2	4326	PC356AE8F,   2AU 
279,SUN AUG  8 07:34:29 2021,2105735,CAR,2	4694	PCBCF42C2,   2AU 
280,SAT JUL 31 12:39:28 2021,8857993,CAR,2	4551	PCCA5979C,   2JU3
281,MON AUG  9 15:56:14 2021,514282,CAR,2	4775	PCA50FB36,   2AU 
282,FRI AUG  6 23:44:18 2021,847307,TRUCK,4	4146	PCF91266E,   2AU 
283,SAT AUG  7 06:42:24 2021,2573891,VAN,2	4042	PC5D4DE09,   2AU 
284,FRI AUG  6 08:07:39 2021,9009917,CAR,2	4904	PC36C6441,   2AU 
285,THU AUG 19 14:34:35 2021,1701415,TRUCK,4	4556	PC18C31F6,   2AU1
286,SAT AUG  7 20:38:49 2021,5040531,CAR,2	4812	PC22D9C6D,   2AU 
287,FRI AUG 20 13:15:02 2021,1297862,CAR,2	4742	PC05B8749,   2AU2
288,WED AUG  4 06:15:30 2021,1932822,VAN,2	4788	PC00AE965,   2AU 
289,SAT JUL 31 21:51:59 2021,8569313,CAR,2	4830	PC12EEFE0,   2JU3
290,SUN AUG  8 06:33:09 2021,6311114,CAR,2	4218	PC8DF4919,   2AU 
291,MON AUG 16 06:11:04 2021,1451546,CAR,2	4754	PC99AE725,   2AU1
292,FRI AUG 20 13:36:58 2021,1711676,VAN,2	4960	PC6A1BCA4,   2AU2
293,MON AUG  9 18:51:11 2021,6740804,CAR,2	4090	PC1EE951B,   2AU 
294,WED AUG 18 12:19:24 2021,9049528,CAR,2	4804	PC68484C6,   2AU1
295,SUN AUG 15 08:30:45 2021,5269094,VAN,2	4617	PC7758F89,   2AU1
296,WED AUG 11 13:15:58 2021,4753661,CAR,2	4150	PCC8441A8,   2AU1
297,SAT AUG 14 09:06:09 2021,1948111,CAR,2	4086	PC23E470D,   2AU1
298,TUE AUG 17 00:00:26 2021,5894664,VAN,2	4730	PC7DC0964,   2AU1
299,WED AUG 11 04:51:17 2021,5455717,TRUCK,4	4925	PCE5E04A2,   2AU1
300,MON AUG  2 21:43:22 2021,1499647,CAR,2	4629	PCC5E1C04,   3AU 
